Code	Municipio	Depto	Censo electoral 	Participación/Total votación 	Abstención	Ganador	Votos Válidos (departamental)	Alianza Verde	Cambio Radical	Centro Democrático	Partido Conservador	FARC	Partido Liberal	Opción Ciudadana	MIRA	Polo Democrático Alternativo	Partido de la U	Somos	Unión Patriótica	MAIS	AICO	ASI	GSC Colombia Justa Libres	GSC Movimiento de Integración Regional	Todos Somos Colombia	Coalición Verde-Polo	Coalición Verde-Polo-UP	Coalición Verde-Polo-ASI	Coalición ASI-Verde-UP	Coalición Lista de la Decencia (ASI-UP-MAIS)	Coalición Lista de la Decencia (UP-MAIS)	Voto en Blanco 	Ganador 	Votos Válidos (Indigena)	ANICOL	Autoridad Tradicional Casiyouren	Fundación Taita Zipa	MAIS	AICO	UAIZSACOR	Voto en Blanco (Indígena)	Ganador	Votos Válidos (Afrodescendientes)	C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	C.C. Ancestral De Comunidades Negras Playa Renaciente	C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	C.C. De La Comunidad Negra De La Plata Bahía Málaga	C.C. De Los Corregimientos De San Antonio Y El Castillo	C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	Consejo Comunitario Bocas Del Atrato Y Leoncito	Consejo Comunitario De Alejandro Duran Diaz	Consejo Comunitario De Comunidades Negras Obatala	Consejo Comunitario De Comunidades Negras Santo Domingo	Consejo Comunitario De La Comunidad Negra De Limones	Consejo Comunitario De Las Baras	Consejo Comunitario Del Rio Yurumangui	Consejo Comunitario Imbilpi Del Carmen	Consejo Comunitario La Mamuncia	Consejo Comunitario Los Andes	Consejo Comunitario Ma Kankamana De San Basilio De Palenque	Consejo Comunitario Mayor De Certegui	Consejo Comunitario Renacer Negro	Consejo Comunitario Tablon Salado	Consejo Comunitario Veredas Unidas Un Bien Común	Corporación Poder Ciudadano	Cuenca Del Rio Iscuande	Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	Kusuto Magende Cokumalu De Luruaco	Todos Somos Colombia	Org. Social De Comunidades Negras "Nelson Mandela"	Voto en Blanco 	Votos Válidos (todas las circunscripciones)	Votos Inválidos	Tarjetones No Marcados	Nulos 	%Participación electoral 	%Abstención	%Alianza Verde	%Cambio Radical	%Centro Democrático	%Partido Conservador	%FARC	%Partido Liberal	%Opción Ciudadana	%MIRA	%Polo Democrático Alternativo	%Partido de la U	%Somos	%Unión Patriótica	%MAIS	%AICO	%ASI	%Todos Somos Colombia	%GSC Colombia Justa Libres	%GSC Movimiento de Integración Regional	%Coalición Verde-Polo	%Coalición Verde-Polo-UP	%Coalición Verde-Polo-ASI	%Coalición ASI-Verde-UP	%Coalición Lista de la Decencia (ASI-UP-MAIS)	%Coalición Lista de la Decencia (UP-MAIS)	%Voto en Blanco 	%Votos Válidos (Indigena)	%ANICOL	%Autoridad Tradicional Casiyouren	%Fundación Taita Zipa	%MAIS	%AICO	%UAIZSACOR	%Voto en Blanco (Indígena)	%Votos Válidos (Afrodescendientes)	%C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	%C.C. Ancestral De Comunidades Negras Playa Renaciente	%C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	%C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	%C.C. De La Comunidad Negra De La Plata Bahía Málaga	%C.C. De Los Corregimientos De San Antonio Y El Castillo	%C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	%Consejo Comunitario Bocas Del Atrato Y Leoncito	%Consejo Comunitario De Alejandro Duran Diaz	%Consejo Comunitario De Comunidades Negras Obatala	%Consejo Comunitario De Comunidades Negras Santo Domingo	%Consejo Comunitario De La Comunidad Negra De Limones	%Consejo Comunitario De Las Baras	%Consejo Comunitario Del Rio Yurumangui	%Consejo Comunitario Imbilpi Del Carmen	%Consejo Comunitario La Mamuncia	%Consejo Comunitario Los Andes	%Consejo Comunitario Ma Kankamana De San Basilio De Palenque	%Consejo Comunitario Mayor De Certegui	%Consejo Comunitario Renacer Negro	%Consejo Comunitario Tablon Salado	%Consejo Comunitario Veredas Unidas Un Bien Común	%Corporación Poder Ciudadano	%Cuenca Del Rio Iscuande	%Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	%Kusuto Magende Cokumalu De Luruaco	%Todos Somos Colombia	%Org. Social De Comunidades Negras "Nelson Mandela"	%Voto en Blanco 	%Votos Válidos (todas las circunscripciones)	%Votos Inválidos	%Tarjetones No Marcados	%Nulos 
63190	Circasia	Quindío	22777	12296	10481	Partido Liberal	10210		2638	2100			2915		1287		108					55				407						700	Voto en Blanco 	233	5	3	5	25	19	2	174	Voto en Blanco 	225	0	14	1	0	2	0	1	0	1	0	0	4	1	1	4	34	2	0	4	0	2	1	2	2	0	0	3	0	146	10668	1628	369	1259	54.0%	46.0%	0.0%	25.8%	20.6%	0.0%	0.0%	28.6%	0.0%	12.6%	0.0%	1.1%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.9%	1.9%	2.1%	1.3%	2.1%	10.7%	8.2%	0.9%	74.7%	1.8%	0.0%	6.2%	0.4%	0.0%	0.9%	0.0%	0.4%	0.0%	0.4%	0.0%	0.0%	1.8%	0.4%	0.4%	1.8%	15.1%	0.9%	0.0%	1.8%	0.0%	0.9%	0.4%	0.9%	0.9%	0.0%	0.0%	1.3%	0.0%	64.9%	86.8%	13.2%	3.0%	10.2%
63212	Córdoba	Quindío	5176	2821	2355	Cambio Radical	2385		1063	293			727		110		21					6				31						134	Voto en Blanco 	43	0	0	0	3	3	0	37	Voto en Blanco 	31	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0	0	0	0	2	0	1	0	18	2459	362	86	276	54.5%	45.5%	0.0%	44.6%	12.3%	0.0%	0.0%	30.5%	0.0%	4.6%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	1.3%	0.0%	0.0%	0.0%	0.0%	0.0%	5.6%	1.5%	0.0%	0.0%	0.0%	7.0%	7.0%	0.0%	86.0%	1.1%	0.0%	9.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2%	3.2%	0.0%	9.7%	0.0%	0.0%	3.2%	3.2%	0.0%	0.0%	0.0%	0.0%	6.5%	0.0%	3.2%	0.0%	58.1%	87.2%	12.8%	3.0%	9.8%
63272	Filandia	Quindío	10552	5406	5146	Partido Liberal	4390		1230	899			1281		400		70					24				159						327	Voto en Blanco 	89	2	2	1	12	3	0	69	Voto en Blanco 	106	0	2	0	1	2	0	0	1	3	0	0	2	2	1	0	10	2	0	1	0	1	5	1	2	1	0	2	1	66	4585	821	239	582	51.2%	48.8%	0.0%	28.0%	20.5%	0.0%	0.0%	29.2%	0.0%	9.1%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	3.6%	0.0%	0.0%	0.0%	0.0%	0.0%	7.4%	1.6%	2.2%	2.2%	1.1%	13.5%	3.4%	0.0%	77.5%	2.0%	0.0%	1.9%	0.0%	0.9%	1.9%	0.0%	0.0%	0.9%	2.8%	0.0%	0.0%	1.9%	1.9%	0.9%	0.0%	9.4%	1.9%	0.0%	0.9%	0.0%	0.9%	4.7%	0.9%	1.9%	0.9%	0.0%	1.9%	0.9%	62.3%	84.8%	15.2%	4.4%	10.8%
63302	Génova	Quindío	7409	3787	3622	Cambio Radical	3253		1633	440			756		200		23					21				98						82	Voto en Blanco 	39	0	0	0	15	3	0	21	Voto en Blanco 	39	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	8	3	0	3	1	0	0	0	1	0	0	1	1	18	3331	456	134	322	51.1%	48.9%	0.0%	50.2%	13.5%	0.0%	0.0%	23.2%	0.0%	6.1%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	3.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5%	1.0%	0.0%	0.0%	0.0%	38.5%	7.7%	0.0%	53.8%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	2.6%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	20.5%	7.7%	0.0%	7.7%	2.6%	0.0%	0.0%	0.0%	2.6%	0.0%	0.0%	2.6%	2.6%	46.2%	88.0%	12.0%	3.5%	8.5%
63401	La Tebaida	Quindío	28123	14750	13373	Cambio Radical	11718		2903	1842			2704		1866		350					57				1401						595	Voto en Blanco 	318	1	2	2	61	44	4	204	Voto en Blanco 	277	3	7	2	3	1	4	1	1	4	3	1	1	2	2	1	60	2	0	7	2	3	5	13	3	3	2	6	4	131	12313	2437	561	1876	52.4%	47.6%	0.0%	24.8%	15.7%	0.0%	0.0%	23.1%	0.0%	15.9%	0.0%	3.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	12.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.1%	2.2%	0.3%	0.6%	0.6%	19.2%	13.8%	1.3%	64.2%	1.9%	1.1%	2.5%	0.7%	1.1%	0.4%	1.4%	0.4%	0.4%	1.4%	1.1%	0.4%	0.4%	0.7%	0.7%	0.4%	21.7%	0.7%	0.0%	2.5%	0.7%	1.1%	1.8%	4.7%	1.1%	1.1%	0.7%	2.2%	1.4%	47.3%	83.5%	16.5%	3.8%	12.7%
63470	Montenegro	Quindío	33750	15655	18095	Partido Liberal	12305		2788	2275			3587		2285		213					52				370						735	Voto en Blanco 	310	4	1	1	27	34	2	241	Voto en Blanco 	295	0	22	3	3	2	4	0	3	7	2	3	2	2	7	6	32	5	1	11	3	2	3	7	4	4	7	13	0	137	12910	2745	644	2101	46.4%	53.6%	0.0%	22.7%	18.5%	0.0%	0.0%	29.2%	0.0%	18.6%	0.0%	1.7%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	3.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.0%	2.0%	1.3%	0.3%	0.3%	8.7%	11.0%	0.6%	77.7%	1.9%	0.0%	7.5%	1.0%	1.0%	0.7%	1.4%	0.0%	1.0%	2.4%	0.7%	1.0%	0.7%	0.7%	2.4%	2.0%	10.8%	1.7%	0.3%	3.7%	1.0%	0.7%	1.0%	2.4%	1.4%	1.4%	2.4%	4.4%	0.0%	46.4%	82.5%	17.5%	4.1%	13.4%
63548	Pijao	Quindío	6104	3086	3018	Cambio Radical	2617		941	534			683		224		37					13				54						131	Voto en Blanco 	53	0	2	0	8	2	0	41	Voto en Blanco 	39	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	1	0	0	1	1	0	1	0	2	0	25	2709	377	105	272	50.6%	49.4%	0.0%	36.0%	20.4%	0.0%	0.0%	26.1%	0.0%	8.6%	0.0%	1.4%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	2.1%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	1.7%	0.0%	3.8%	0.0%	15.1%	3.8%	0.0%	77.4%	1.3%	0.0%	0.0%	2.6%	0.0%	0.0%	2.6%	0.0%	0.0%	2.6%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	10.3%	0.0%	0.0%	2.6%	0.0%	0.0%	2.6%	2.6%	0.0%	2.6%	0.0%	5.1%	0.0%	64.1%	87.8%	12.2%	3.4%	8.8%
63594	Quimbaya	Quindío	30271	16037	14234	Partido Liberal	13373		2602	1790			6615		1282		118					35				257						674	Voto en Blanco 	253	3	4	3	48	9	1	185	Voto en Blanco 	232	1	12	2	2	1	2	0	1	4	2	0	1	2	2	4	23	2	2	9	2	1	0	5	3	0	2	1	2	144	13858	2179	523	1656	53.0%	47.0%	0.0%	19.5%	13.4%	0.0%	0.0%	49.5%	0.0%	9.6%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	1.9%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	1.6%	1.2%	1.6%	1.2%	19.0%	3.6%	0.4%	73.1%	1.4%	0.4%	5.2%	0.9%	0.9%	0.4%	0.9%	0.0%	0.4%	1.7%	0.9%	0.0%	0.4%	0.9%	0.9%	1.7%	9.9%	0.9%	0.9%	3.9%	0.9%	0.4%	0.0%	2.2%	1.3%	0.0%	0.9%	0.4%	0.9%	62.1%	86.4%	13.6%	3.3%	10.3%
63690	Salento	Quindío	5873	3006	2867	Partido Liberal	2534		436	455			1147		186		30					8				110						162	Voto en Blanco 	55	3	0	0	7	3	0	42	Voto en Blanco 	75	0	4	0	0	0	0	1	0	1	0	0	0	0	13	0	8	3	0	3	0	0	0	1	0	1	0	1	0	39	2664	342	80	262	51.2%	48.8%	0.0%	17.2%	18.0%	0.0%	0.0%	45.3%	0.0%	7.3%	0.0%	1.2%	0.0%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	4.3%	0.0%	0.0%	0.0%	0.0%	0.0%	6.4%	1.8%	5.5%	0.0%	0.0%	12.7%	5.5%	0.0%	76.4%	2.5%	0.0%	5.3%	0.0%	0.0%	0.0%	0.0%	1.3%	0.0%	1.3%	0.0%	0.0%	0.0%	0.0%	17.3%	0.0%	10.7%	4.0%	0.0%	4.0%	0.0%	0.0%	0.0%	1.3%	0.0%	1.3%	0.0%	1.3%	0.0%	52.0%	88.6%	11.4%	2.7%	8.7%
66001	Pereira	Risaralda	403149	196944	206205	Partido Liberal	163260		10225	29914	22423		36487	985	17802		14620	1858								13770					3361	11815	Voto en Blanco 	3725	31	17	25	922	120	22	2588	Voto en Blanco 	3241	5	122	14	9	19	28	11	17	48	14	13	18	9	23	31	184	30	10	222	25	18	14	29	4	21	12	80	10	2201	170226	26718	4990	21728	48.9%	51.1%	0.0%	6.3%	18.3%	13.7%	0.0%	22.3%	0.6%	10.9%	0.0%	9.0%	1.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.4%	0.0%	0.0%	0.0%	0.0%	2.1%	7.2%	1.9%	0.8%	0.5%	0.7%	24.8%	3.2%	0.6%	69.5%	1.6%	0.2%	3.8%	0.4%	0.3%	0.6%	0.9%	0.3%	0.5%	1.5%	0.4%	0.4%	0.6%	0.3%	0.7%	1.0%	5.7%	0.9%	0.3%	6.8%	0.8%	0.6%	0.4%	0.9%	0.1%	0.6%	0.4%	2.5%	0.3%	67.9%	86.4%	13.6%	2.5%	11.0%
66045	Apía	Risaralda	10542	5005	5537	Partido Liberal	4249		222	884	951		1095	13	323		341	8								114					43	255	Voto en Blanco 	75	1	0	0	21	1	0	52	Voto en Blanco 	57	0	1	1	0	0	0	0	2	2	0	0	0	2	0	0	5	3	1	4	1	2	1	0	1	0	1	1	0	29	4381	624	178	446	47.5%	52.5%	0.0%	5.2%	20.8%	22.4%	0.0%	25.8%	0.3%	7.6%	0.0%	8.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	0.0%	0.0%	0.0%	0.0%	1.0%	6.0%	1.5%	1.3%	0.0%	0.0%	28.0%	1.3%	0.0%	69.3%	1.1%	0.0%	1.8%	1.8%	0.0%	0.0%	0.0%	0.0%	3.5%	3.5%	0.0%	0.0%	0.0%	3.5%	0.0%	0.0%	8.8%	5.3%	1.8%	7.0%	1.8%	3.5%	1.8%	0.0%	1.8%	0.0%	1.8%	1.8%	0.0%	50.9%	87.5%	12.5%	3.6%	8.9%
66075	Balboa	Risaralda	5711	2674	3037	Partido Liberal	2282		186	359	162		1132	13	173		134	6								15					10	92	Voto en Blanco 	25	0	0	0	0	3	0	22	Voto en Blanco 	17	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	11	2324	350	123	227	46.8%	53.2%	0.0%	8.2%	15.7%	7.1%	0.0%	49.6%	0.6%	7.6%	0.0%	5.9%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.4%	4.0%	0.9%	0.0%	0.0%	0.0%	0.0%	12.0%	0.0%	88.0%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	5.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.9%	0.0%	5.9%	11.8%	0.0%	0.0%	0.0%	0.0%	5.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	64.7%	86.9%	13.1%	4.6%	8.5%
66088	Belén de Umbría	Risaralda	21649	9758	11891	Partido Liberal	8033		1110	1526	1091		1658	38	703		1115	22								231					63	476	Voto en Blanco 	140	1	0	3	11	3	0	122	Voto en Blanco 	153	0	3	1	1	1	2	0	5	4	2	0	1	1	0	1	5	2	1	10	0	3	3	1	1	0	2	4	0	99	8326	1432	511	921	45.1%	54.9%	0.0%	13.8%	19.0%	13.6%	0.0%	20.6%	0.5%	8.8%	0.0%	13.9%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.9%	0.0%	0.0%	0.0%	0.0%	0.8%	5.9%	1.4%	0.7%	0.0%	2.1%	7.9%	2.1%	0.0%	87.1%	1.6%	0.0%	2.0%	0.7%	0.7%	0.7%	1.3%	0.0%	3.3%	2.6%	1.3%	0.0%	0.7%	0.7%	0.0%	0.7%	3.3%	1.3%	0.7%	6.5%	0.0%	2.0%	2.0%	0.7%	0.7%	0.0%	1.3%	2.6%	0.0%	64.7%	85.3%	14.7%	5.2%	9.4%
66170	Dosquebradas	Risaralda	159074	81736	77338	Cambio Radical	67223		15301	8775	9595		8297	329	8444		6086	715								3688					1367	4626	Voto en Blanco 	1294	14	5	10	136	67	4	1058	Voto en Blanco 	1132	4	19	3	7	5	10	4	5	23	9	5	2	4	6	6	60	7	2	51	5	5	6	9	3	5	1	22	3	841	69649	12087	2132	9955	51.4%	48.6%	0.0%	22.8%	13.1%	14.3%	0.0%	12.3%	0.5%	12.6%	0.0%	9.1%	1.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.5%	0.0%	0.0%	0.0%	0.0%	2.0%	6.9%	1.6%	1.1%	0.4%	0.8%	10.5%	5.2%	0.3%	81.8%	1.4%	0.4%	1.7%	0.3%	0.6%	0.4%	0.9%	0.4%	0.4%	2.0%	0.8%	0.4%	0.2%	0.4%	0.5%	0.5%	5.3%	0.6%	0.2%	4.5%	0.4%	0.4%	0.5%	0.8%	0.3%	0.4%	0.1%	1.9%	0.3%	74.3%	85.2%	14.8%	2.6%	12.2%
66318	Guática	Risaralda	10404	5018	5386	Partido Conservador	4136		333	755	1131		428	16	324		909	10								65					25	140	MAIS	147	0	0	0	88	4	0	55	Voto en Blanco 	65	1	2	0	0	1	1	0	1	3	1	0	0	0	2	0	10	1	0	3	4	1	0	1	0	1	0	1	2	29	4348	670	236	434	48.2%	51.8%	0.0%	8.1%	18.3%	27.3%	0.0%	10.3%	0.4%	7.8%	0.0%	22.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	0.6%	3.4%	2.9%	0.0%	0.0%	0.0%	59.9%	2.7%	0.0%	37.4%	1.3%	1.5%	3.1%	0.0%	0.0%	1.5%	1.5%	0.0%	1.5%	4.6%	1.5%	0.0%	0.0%	0.0%	3.1%	0.0%	15.4%	1.5%	0.0%	4.6%	6.2%	1.5%	0.0%	1.5%	0.0%	1.5%	0.0%	1.5%	3.1%	44.6%	86.6%	13.4%	4.7%	8.6%
66383	La Celia	Risaralda	6541	3105	3436	Partido Liberal	2627		508	486	439		681	26	221		112	9								43					32	70	Voto en Blanco 	25	1	0	0	2	0	1	21	Voto en Blanco 	26	0	1	1	0	0	0	0	0	3	0	1	0	0	1	0	6	0	0	2	1	0	0	0	0	1	0	0	0	9	2678	427	105	322	47.5%	52.5%	0.0%	19.3%	18.5%	16.7%	0.0%	25.9%	1.0%	8.4%	0.0%	4.3%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	1.2%	2.7%	0.8%	4.0%	0.0%	0.0%	8.0%	0.0%	4.0%	84.0%	0.8%	0.0%	3.8%	3.8%	0.0%	0.0%	0.0%	0.0%	0.0%	11.5%	0.0%	3.8%	0.0%	0.0%	3.8%	0.0%	23.1%	0.0%	0.0%	7.7%	3.8%	0.0%	0.0%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	34.6%	86.2%	13.8%	3.4%	10.4%
66400	La Virginia	Risaralda	31786	14823	16963	Partido Liberal	12240		432	1392	1965		3751	59	2557		749	48								412					128	747	Voto en Blanco 	235	3	0	1	24	4	2	201	Voto en Blanco 	193	2	2	3	2	0	2	2	2	5	0	0	3	1	3	1	21	0	1	3	0	0	1	1	1	1	1	1	1	133	12668	2155	520	1635	46.6%	53.4%	0.0%	3.5%	11.4%	16.1%	0.0%	30.6%	0.5%	20.9%	0.0%	6.1%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4%	0.0%	0.0%	0.0%	0.0%	1.0%	6.1%	1.6%	1.3%	0.0%	0.4%	10.2%	1.7%	0.9%	85.5%	1.3%	1.0%	1.0%	1.6%	1.0%	0.0%	1.0%	1.0%	1.0%	2.6%	0.0%	0.0%	1.6%	0.5%	1.6%	0.5%	10.9%	0.0%	0.5%	1.6%	0.0%	0.0%	0.5%	0.5%	0.5%	0.5%	0.5%	0.5%	0.5%	68.9%	85.5%	14.5%	3.5%	11.0%
66440	Marsella	Risaralda	15709	7162	8547	Partido Conservador	5747		584	885	1433		1210	26	577		553	14								157					48	260	MAIS	287	0	1	2	201	3	4	76	Voto en Blanco 	108	0	5	0	0	1	0	0	1	5	1	0	0	2	1	3	15	1	3	4	0	0	3	0	0	2	1	2	0	58	6142	1020	339	681	45.6%	54.4%	0.0%	10.2%	15.4%	24.9%	0.0%	21.1%	0.5%	10.0%	0.0%	9.6%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	0.0%	0.0%	0.0%	0.0%	0.8%	4.5%	4.0%	0.0%	0.3%	0.7%	70.0%	1.0%	1.4%	26.5%	1.5%	0.0%	4.6%	0.0%	0.0%	0.9%	0.0%	0.0%	0.9%	4.6%	0.9%	0.0%	0.0%	1.9%	0.9%	2.8%	13.9%	0.9%	2.8%	3.7%	0.0%	0.0%	2.8%	0.0%	0.0%	1.9%	0.9%	1.9%	0.0%	53.7%	85.8%	14.2%	4.7%	9.5%
66456	Mistrató	Risaralda	11400	5650	5750	Partido de la U	4079		742	286	768		710	19	229		1092	11								75					37	110	MAIS	694	1	2	0	637	12	0	42	Voto en Blanco 	69	0	8	5	0	1	1	0	1	2	3	0	0	0	0	1	0	7	1	2	1	0	1	0	1	2	0	1	0	31	4842	808	266	542	49.6%	50.4%	0.0%	18.2%	7.0%	18.8%	0.0%	17.4%	0.5%	5.6%	0.0%	26.8%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.8%	0.0%	0.0%	0.0%	0.0%	0.9%	2.7%	12.3%	0.1%	0.3%	0.0%	91.8%	1.7%	0.0%	6.1%	1.2%	0.0%	11.6%	7.2%	0.0%	1.4%	1.4%	0.0%	1.4%	2.9%	4.3%	0.0%	0.0%	0.0%	0.0%	1.4%	0.0%	10.1%	1.4%	2.9%	1.4%	0.0%	1.4%	0.0%	1.4%	2.9%	0.0%	1.4%	0.0%	44.9%	85.7%	14.3%	4.7%	9.6%
66572	Pueblo Rico	Risaralda	9520	4374	5146	Partido Liberal	2871		162	442	413		1005	16	163		536	11								24					38	61	MAIS	694	1	0	0	673	5	0	15	Voto en Blanco 	53	1	11	2	0	0	0	0	0	4	0	0	1	0	0	2	1	2	0	2	1	3	0	0	2	1	0	0	1	19	3618	756	272	484	45.9%	54.1%	0.0%	5.6%	15.4%	14.4%	0.0%	35.0%	0.6%	5.7%	0.0%	18.7%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	1.3%	2.1%	15.9%	0.1%	0.0%	0.0%	97.0%	0.7%	0.0%	2.2%	1.2%	1.9%	20.8%	3.8%	0.0%	0.0%	0.0%	0.0%	0.0%	7.5%	0.0%	0.0%	1.9%	0.0%	0.0%	3.8%	1.9%	3.8%	0.0%	3.8%	1.9%	5.7%	0.0%	0.0%	3.8%	1.9%	0.0%	0.0%	1.9%	35.8%	82.7%	17.3%	6.2%	11.1%
66594	Quinchía	Risaralda	20168	10943	9225	Partido Liberal	7736		699	482	1342		2963	27	457		1058	22								288					77	321	MAIS	1604	1	0	1	1486	10	5	101	Voto en Blanco 	105	1	1	5	1	0	1	0	2	6	0	0	0	2	0	2	17	3	1	3	2	0	0	4	0	1	0	2	1	50	9445	1498	568	930	54.3%	45.7%	0.0%	9.0%	6.2%	17.3%	0.0%	38.3%	0.3%	5.9%	0.0%	13.7%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.7%	0.0%	0.0%	0.0%	0.0%	1.0%	4.1%	14.7%	0.1%	0.0%	0.1%	92.6%	0.6%	0.3%	6.3%	1.0%	1.0%	1.0%	4.8%	1.0%	0.0%	1.0%	0.0%	1.9%	5.7%	0.0%	0.0%	0.0%	1.9%	0.0%	1.9%	16.2%	2.9%	1.0%	2.9%	1.9%	0.0%	0.0%	3.8%	0.0%	1.0%	0.0%	1.9%	1.0%	47.6%	86.3%	13.7%	5.2%	8.5%
66682	Santa Rosa de Cabal	Risaralda	60931	31826	29105	Partido Conservador	25563		2311	4312	6208		3873	106	2069		2316	131								1374					1058	1805	Voto en Blanco 	591	1	3	7	35	18	6	521	Voto en Blanco 	518	3	4	2	2	4	2	5	4	15	4	4	1	20	3	2	17	8	0	11	1	1	3	3	0	7	1	11	5	375	26672	5154	1314	3840	52.2%	47.8%	0.0%	9.0%	16.9%	24.3%	0.0%	15.2%	0.4%	8.1%	0.0%	9.1%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.4%	0.0%	0.0%	0.0%	0.0%	4.1%	7.1%	1.9%	0.2%	0.5%	1.2%	5.9%	3.0%	1.0%	88.2%	1.6%	0.6%	0.8%	0.4%	0.4%	0.8%	0.4%	1.0%	0.8%	2.9%	0.8%	0.8%	0.2%	3.9%	0.6%	0.4%	3.3%	1.5%	0.0%	2.1%	0.2%	0.2%	0.6%	0.6%	0.0%	1.4%	0.2%	2.1%	1.0%	72.4%	83.8%	16.2%	4.1%	12.1%
66687	Santuario	Risaralda	12280	5350	6930	Centro Democrático	4601		512	1273	543		706	46	310		886	34								90					27	174	Voto en Blanco 	55	1	0	2	7	1	1	43	Voto en Blanco 	52	1	1	0	1	0	0	0	0	1	0	1	1	0	2	1	6	1	0	4	3	1	1	0	0	1	0	0	0	26	4708	642	225	417	43.6%	56.4%	0.0%	11.1%	27.7%	11.8%	0.0%	15.3%	1.0%	6.7%	0.0%	19.3%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.6%	3.8%	1.0%	1.8%	0.0%	3.6%	12.7%	1.8%	1.8%	78.2%	1.0%	1.9%	1.9%	0.0%	1.9%	0.0%	0.0%	0.0%	0.0%	1.9%	0.0%	1.9%	1.9%	0.0%	3.8%	1.9%	11.5%	1.9%	0.0%	7.7%	5.8%	1.9%	1.9%	0.0%	0.0%	1.9%	0.0%	0.0%	0.0%	50.0%	88.0%	12.0%	4.2%	7.8%
