Code	Municipio	Depto	Censo electoral	Participación/Total votos	Abstención	Ganador	Votos válidos (departamental)	100% Colombia	AICO	ASI	Alianza Verde	Blanco por la Paz	Cambio Radical	Centro Democrático	MIRA	Movimiento de Integración Regional	Partido Conservador	Partido de la U	Partido Liberal	Polo Democrático Alternativo	Por un Huila Mejor	Opción Ciudadana	Unión Patriótica	Voto en blanco (departamental)	Ganador	Votos válidos (Indígenas)	AICO	AIMAC	Embera Chami - Dache Agora Drua	MAIS	Movimiento CS	MUIPC	OPIC	Renovación Étnica "Raíces"	Vía Nueva	Voto en blanco (Indígenas)	Ganador	Votos válidos (Afros)	Afrocolombianos en Acción	Afroétnicos	AFRODMAM	AFROMINGA	AFROVIDES	ASOCONEGUA	ASODEPORTES	ASOPRA	C.C. San Antonio y EL Castillo	CORMANDELA	CORPOSINPAC	E.A.T. Botica Comunitaria 	ESAFRO	F. Desarrollo Cuenca del Pacífico	FORFUTURO	FUNCULCOSTA	FUNDAIN	FUNDECH	FUNDIAFRO	FUNECO	FUNPROESAT	Los Palenkes Bellavista	MACOAS	MIO	Poder Ciudadano	SI SE PUEDE	OECA	Únete	Vides y sus Niches	Voto en blanco (Afros)	Votos válidos (todas las circunscripciones)	Votos inválidos	Votos Nulos	Tarjetones No Marcados	%Participación	%Abstención	%Votos válidos (departamental)	%100% Colombia	%AICO	%ASI	%Alianza Verde	%Blanco por la Paz	%Cambio Radical	%Centro Democrático	%MIRA	%Movimiento de Integración Regional	%Partido Conservador	%Partido de la U	%Partido Liberal	%Polo Democrático Alternativo	%Por un Huila Mejor	%Opción Ciudadana	%Unión Patriótica	%Voto en blanco (departamental)	%Votos válidos (Indígenas)	%AICO	%AIMAC	%Embera Chami - Dache Agora Drua	%MAIS	%Movimiento CS	%MUIPC	%OPIC	%Renovación Étnica "Raíces"	%Vía Nueva	%Voto en blanco (Indígenas)	%Votos válidos (Afros)	%Afrocolombianos en Acción	%Afroétnicos	%AFRODMAM	%AFROMINGA	%AFROVIDES	%ASOCONEGUA	%ASODEPORTES	%ASOPRA	%C.C. San Antonio y EL Castillo	%CORMANDELA	%CORPOSINPAC	%E.A.T. Botica Comunitaria 	%ESAFRO	%F. Desarrollo Cuenca del Pacífico	%FORFUTURO	%FUNCULCOSTA	%FUNDAIN	%FUNDECH	%FUNDIAFRO	%FUNECO	%FUNPROESAT	%Los Palenkes Bellavista	%MACOAS	%MIO	%Poder Ciudadano	%SI SE PUEDE	%OECA	%Únete	%Vides y sus Niches	%Voto en blanco (Afros)	%Votos válidos (todas las circunscripciones)	%Votos inválidos	%Votos Nulos	%Tarjetones No Marcados
23672	San Antero	Córdoba	19825	13572	6253	Partido de la U	11920			40	63			243	41		1468	5169	4770	16			9	101	MAIS	64	5			42	1	3		1		12	Voto en blanco	44		1		1	4	1	1	1			1		3			1	1				1	1		1	7	1	4			14	12028	1544	1087	457	68.46	31.54	87.83	0	0	0.34	0.53	0	0	2.04	0.34	0	12.32	43.36	40.02	0.13	0	0	0.08	0.85	0.47	7.81	0	0	65.63	1.56	4.69	0	1.56	0	18.75	0.32	0	2.27	0	2.27	9.09	2.27	2.27	2.27	0	0	2.27	0	6.82	0	0	2.27	2.27	0	0	0	2.27	2.27	0	2.27	15.91	2.27	9.09	0	0	31.82	88.62	11.38	8.01	3.37
23675	San Bernardo del Viento	Córdoba	25639	14652	10987	Partido de la U	13198			26	53			193	44		1874	8900	1914	67			12	115	MUIPC	18	1	1	2	2		4	2	2	1	3	Voto en blanco	50			2		1	2		1	2	2	3	3	1					2		8	1			3	3		2	1		13	13266	1386	963	423	57.15	42.85	90.08	0	0	0.2	0.4	0	0	1.46	0.33	0	14.2	67.43	14.5	0.51	0	0	0.09	0.87	0.12	5.56	5.56	11.11	11.11	0	22.22	11.11	11.11	5.56	16.67	0.34	0	0	4	0	2	4	0	2	4	4	6	6	2	0	0	0	0	4	0	16	2	0	0	6	6	0	4	2	0	26	90.54	9.46	6.57	2.89
23678	San Carlos	Córdoba	19307	11815	7492	Partido Conservador	9676			80	69			283	75		3709	3554	1714	60			9	123	Voto en blanco	34	7		1	2	5	4		3	2	10	FUNECO	210		1	1	5	1	3	2	2	3		1	1	4	1	3		1	2		133	2	1	2	5	2		5	1		28	9920	1895	1255	640	61.2	38.8	81.9	0	0	0.83	0.71	0	0	2.92	0.78	0	38.33	36.73	17.71	0.62	0	0	0.09	1.27	0.29	20.59	0	2.94	5.88	14.71	11.76	0	8.82	5.88	29.41	1.78	0	0.48	0.48	2.38	0.48	1.43	0.95	0.95	1.43	0	0.48	0.48	1.9	0.48	1.43	0	0.48	0.95	0	63.33	0.95	0.48	0.95	2.38	0.95	0	2.38	0.48	0	13.33	83.96	16.04	10.62	5.42
23682	San José de Uré	Córdoba	6939	3937	3002	Partido de la U	3350			19	14			39	26		1038	1777	391	10			2	34	Voto en blanco	4				1	1					2	FUNECO	133		1		3	1	1		1	2											116			1					1		6	3487	450	300	150	56.74	43.26	85.09	0	0	0.57	0.42	0	0	1.16	0.78	0	30.99	53.04	11.67	0.3	0	0	0.06	1.01	0.1	0	0	0	25	25	0	0	0	0	50	3.38	0	0.75	0	2.26	0.75	0.75	0	0.75	1.5	0	0	0	0	0	0	0	0	0	0	87.22	0	0	0.75	0	0	0	0	0.75	0	4.51	88.57	11.43	7.62	3.81
23686	San Pelayo	Córdoba	34617	23495	11122	Partido de la U	21833			29	97			557	249		4087	13721	2873	54			26	140	Voto en blanco	12	2	1	1			1	1			6	ASOPRA	35	2	1				1	1	6				1	2		2			2	1	2		2		3	1		4			4	21880	1615	1283	332	67.87	32.13	92.93	0	0	0.13	0.44	0	0	2.55	1.14	0	18.72	62.85	13.16	0.25	0	0	0.12	0.64	0.05	16.67	8.33	8.33	0	0	8.33	8.33	0	0	50	0.15	5.71	2.86	0	0	0	2.86	2.86	17.14	0	0	0	2.86	5.71	0	5.71	0	0	5.71	2.86	5.71	0	5.71	0	8.57	2.86	0	11.43	0	0	11.43	93.13	6.87	5.46	1.41
23807	Tierralta	Córdoba	57404	29153	28251	Partido de la U	24807			64	147			591	127		3090	17052	2784	229			212	511	MAIS	298	66	3		195	5	3	1	2	1	22	AFROVIDES	320	2		4	4	142		15	14	1		2	4	6	1	4	2	6	3		43	2	3		4	11		3		1	43	25425	3728	2524	1204	50.79	49.21	85.09	0	0	0.26	0.59	0	0	2.38	0.51	0	12.46	68.74	11.22	0.92	0	0	0.85	2.06	1.02	22.15	1.01	0	65.44	1.68	1.01	0.34	0.67	0.34	7.38	1.1	0.63	0	1.25	1.25	44.38	0	4.69	4.38	0.31	0	0.63	1.25	1.88	0.31	1.25	0.63	1.88	0.94	0	13.44	0.63	0.94	0	1.25	3.44	0	0.94	0	0.31	13.44	87.21	12.79	8.66	4.13
23815	Tuchín	Córdoba	19418	15594	3824	Partido Conservador	13330			31	19			754	135		8071	3035	1114	98			5	68	MAIS	62	6		7	29	1	9	2	5	1	2	MIO	20	1						2	1					1		1		2	1		2				5				3		1	13412	2182	1146	1036	80.31	19.69	85.48	0	0	0.23	0.14	0	0	5.66	1.01	0	60.55	22.77	8.36	0.74	0	0	0.04	0.51	0.4	9.68	0	11.29	46.77	1.61	14.52	3.23	8.06	1.61	3.23	0.13	5	0	0	0	0	0	10	5	0	0	0	0	5	0	5	0	10	5	0	10	0	0	0	25	0	0	0	15	0	5	86.01	13.99	7.35	6.64
23855	Valencia	Córdoba	24303	14860	9443	Partido de la U	13278			33	39			176	226		2492	6068	4061	34			10	139	Empate	17	1		2	5		2		2		5	Voto en blanco	53					2		1				2	2	2		1				1	14			1	1	1		1			24	13348	1512	1138	374	61.14	38.86	89.35	0	0	0.25	0.29	0	0	1.33	1.7	0	18.77	45.7	30.58	0.26	0	0	0.08	1.05	0.11	5.88	0	11.76	29.41	0	11.76	0	11.76	0	29.41	0.36	0	0	0	0	3.77	0	1.89	0	0	0	3.77	3.77	3.77	0	1.89	0	0	0	1.89	26.42	0	0	1.89	1.89	1.89	0	1.89	0	0	45.28	89.83	10.17	7.66	2.52
25001	Agua de Dios	Cundinamarca	9313	5105	4208	Cambio Radical	4591			26	35		1600	342	16		204	588	1573	50			16	141	Voto en blanco	17		1			2	1		2	1	10	Voto en blanco	26	1			1	2							1	1		1		1	1		2		1			1	1				12	4634	471	348	123	54.82	45.18	89.93	0	0	0.57	0.76	0	34.85	7.45	0.35	0	4.44	12.81	34.26	1.09	0	0	0.35	3.07	0.33	0	5.88	0	0	11.76	5.88	0	11.76	5.88	58.82	0.51	3.85	0	0	3.85	7.69	0	0	0	0	0	0	3.85	3.85	0	3.85	0	3.85	3.85	0	7.69	0	3.85	0	0	3.85	3.85	0	0	0	46.15	90.77	9.23	6.82	2.41
25019	Albán	Cundinamarca	4785	2065	2720	Partido Conservador	1786			13	28		394	207	25		531	277	224	19			5	63	Voto en blanco	12										12	Voto en blanco	12						1		2									1					1		1						6	1810	255	211	44	43.16	56.84	86.49	0	0	0.73	1.57	0	22.06	11.59	1.4	0	29.73	15.51	12.54	1.06	0	0	0.28	3.53	0.58	0	0	0	0	0	0	0	0	0	100	0.58	0	0	0	0	0	8.33	0	16.67	0	0	0	0	0	0	0	0	8.33	0	0	0	0	8.33	0	8.33	0	0	0	0	0	50	87.65	12.35	10.22	2.13
25035	Anapoima	Cundinamarca	10469	3966	6503	Partido Liberal	3396			82	49		608	863	53		192	329	934	81			24	181	Voto en blanco	14	3			3						8	Voto en blanco	25					1						1				1			1		1	1	5						1		13	3435	531	341	190	37.88	62.12	85.63	0	0	2.41	1.44	0	17.9	25.41	1.56	0	5.65	9.69	27.5	2.39	0	0	0.71	5.33	0.35	21.43	0	0	21.43	0	0	0	0	0	57.14	0.63	0	0	0	0	4	0	0	0	0	0	4	0	0	0	4	0	0	4	0	4	4	20	0	0	0	0	0	4	0	52	86.61	13.39	8.6	4.79
25040	Anolaima	Cundinamarca	11054	3955	7099	Partido de la U	3372			24	42		415	638	23		681	827	445	55			20	202	Voto en blanco	21	1	1			2		1	2		14	Voto en blanco	31	1	1	1	2		1		2		1	2			1	1					1			1	2	1	3	1			9	3424	531	354	177	35.78	64.22	85.26	0	0	0.71	1.25	0	12.31	18.92	0.68	0	20.2	24.53	13.2	1.63	0	0	0.59	5.99	0.53	4.76	4.76	0	0	9.52	0	4.76	9.52	0	66.67	0.78	3.23	3.23	3.23	6.45	0	3.23	0	6.45	0	3.23	6.45	0	0	3.23	3.23	0	0	0	0	3.23	0	0	3.23	6.45	3.23	9.68	3.23	0	0	29.03	86.57	13.43	8.95	4.48
25053	Arbeláez	Cundinamarca	8221	3792	4429	Partido Conservador	3216			19	223		206	562	95		1200	412	93	104			24	278	Voto en blanco	16	3	1		1	2			1		8	Voto en blanco	30				1		2			1					1	1		2			1				2						19	3262	530	364	166	46.13	53.87	84.81	0	0	0.59	6.93	0	6.41	17.48	2.95	0	37.31	12.81	2.89	3.23	0	0	0.75	8.64	0.42	18.75	6.25	0	6.25	12.5	0	0	6.25	0	50	0.79	0	0	0	3.33	0	6.67	0	0	3.33	0	0	0	0	3.33	3.33	0	6.67	0	0	3.33	0	0	0	6.67	0	0	0	0	0	63.33	86.02	13.98	9.6	4.38
25086	Beltrán	Cundinamarca	1975	934	1041	Cambio Radical	823			2	3		456	30	5		48	63	183	5			1	27	OPIC	1							1			0	Voto en blanco	1																														1	825	109	87	22	47.29	52.71	88.12	0	0	0.24	0.36	0	55.41	3.65	0.61	0	5.83	7.65	22.24	0.61	0	0	0.12	3.28	0.11	0	0	0	0	0	0	100	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	88.33	11.67	9.31	2.36
25095	Bituima	Cundinamarca	2851	1096	1755	Cambio Radical	929			7	14		324	44	8		270	154	57	12			9	30	Voto en blanco	0										0	Voto en blanco	6																														6	935	161	125	36	38.44	61.56	84.76	0	0	0.75	1.51	0	34.88	4.74	0.86	0	29.06	16.58	6.14	1.29	0	0	0.97	3.23	0											0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	85.31	14.69	11.41	3.28
25099	Bojacá	Cundinamarca	5205	3039	2166	Partido Liberal	2493			14	61		646	194	37		149	265	886	53			7	181	Voto en blanco	10				1				2		7	Voto en blanco	25				1			1	1				1						1									1	1		18	2528	511	426	85	58.39	41.61	82.03	0	0	0.56	2.45	0	25.91	7.78	1.48	0	5.98	10.63	35.54	2.13	0	0	0.28	7.26	0.33	0	0	0	10	0	0	0	20	0	70	0.82	0	0	0	4	0	0	4	4	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	4	0	72	83.19	16.81	14.02	2.8
25120	Cabrera	Cundinamarca	3286	1166	2120	Cambio Radical	939			1	24		327	47	6		88	85	133	120			58	50	Voto en blanco	2										2	Voto en blanco	9					2		1							1																5	950	216	147	69	35.48	64.52	80.53	0	0	0.11	2.56	0	34.82	5.01	0.64	0	9.37	9.05	14.16	12.78	0	0	6.18	5.32	0.17	0	0	0	0	0	0	0	0	0	100	0.77	0	0	0	0	22.22	0	11.11	0	0	0	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.56	81.48	18.52	12.61	5.92
25123	Cachipay	Cundinamarca	8468	3340	5128	Partido de la U	2836			16	71		529	393	57		342	609	537	48			20	214	Voto en blanco	19	1			1	1	1	2	1		12	Voto en blanco	31				1		1		2		2		1				1				1				1						21	2886	454	312	142	39.44	60.56	84.91	0	0	0.56	2.5	0	18.65	13.86	2.01	0	12.06	21.47	18.94	1.69	0	0	0.71	7.55	0.57	5.26	0	0	5.26	5.26	5.26	10.53	5.26	0	63.16	0.93	0	0	0	3.23	0	3.23	0	6.45	0	6.45	0	3.23	0	0	0	3.23	0	0	0	3.23	0	0	0	3.23	0	0	0	0	0	67.74	86.41	13.59	9.34	4.25
25126	Cajicá	Cundinamarca	34210	15471	18739	Partido de la U	12163			55	390		603	1318	478		1240	5319	605	439			111	1605	Voto en blanco	126	19	1	2	16		5		5	4	74	Voto en blanco	186	1	1		2		3	3	1	2	2	5	1	1		6			1	1	9			2	2	1	3	5	3		131	12475	2996	2735	261	45.22	54.78	78.62	0	0	0.45	3.21	0	4.96	10.84	3.93	0	10.19	43.73	4.97	3.61	0	0	0.91	13.2	0.81	15.08	0.79	1.59	12.7	0	3.97	0	3.97	3.17	58.73	1.2	0.54	0.54	0	1.08	0	1.61	1.61	0.54	1.08	1.08	2.69	0.54	0.54	0	3.23	0	0	0.54	0.54	4.84	0	0	1.08	1.08	0.54	1.61	2.69	1.61	0	70.43	80.63	19.37	17.68	1.69
25148	Caparrapí	Cundinamarca	10251	3983	6268	Partido Conservador	3536			10	21		553	234	24		1989	110	434	43			12	106	Voto en blanco	5						2				3	Voto en blanco	15				2		1		1			1			1	1									1					1	6	3556	427	253	174	38.85	61.15	88.78	0	0	0.28	0.59	0	15.64	6.62	0.68	0	56.25	3.11	12.27	1.22	0	0	0.34	3	0.13	0	0	0	0	0	40	0	0	0	60	0.38	0	0	0	13.33	0	6.67	0	6.67	0	0	6.67	0	0	6.67	6.67	0	0	0	0	0	0	0	0	6.67	0	0	0	0	6.67	40	89.28	10.72	6.35	4.37
25151	Cáqueza	Cundinamarca	14059	6169	7890	Partido Conservador	5259			32	45		396	429	34		3550	231	74	88			24	356	Voto en blanco	15		1								14	Voto en blanco	31	1			1		1	1	1			1		2			1	1							1						20	5305	864	697	167	43.88	56.12	85.25	0	0	0.61	0.86	0	7.53	8.16	0.65	0	67.5	4.39	1.41	1.67	0	0	0.46	6.77	0.24	0	6.67	0	0	0	0	0	0	0	93.33	0.5	3.23	0	0	3.23	0	3.23	3.23	3.23	0	0	3.23	0	6.45	0	0	3.23	3.23	0	0	0	0	0	0	3.23	0	0	0	0	0	64.52	85.99	14.01	11.3	2.71
25154	Carmen de Carupa	Cundinamarca	6044	2789	3255	Partido Conservador	2459			19	16		130	89	36		1290	322	281	30			13	233	Voto en blanco	17	1									16	Voto en blanco	18						1							1							1										15	2494	295	219	76	46.14	53.86	88.17	0	0	0.77	0.65	0	5.29	3.62	1.46	0	52.46	13.09	11.43	1.22	0	0	0.53	9.48	0.61	5.88	0	0	0	0	0	0	0	0	94.12	0.65	0	0	0	0	0	5.56	0	0	0	0	0	0	5.56	0	0	0	0	0	0	5.56	0	0	0	0	0	0	0	0	0	83.33	89.42	10.58	7.85	2.72
25168	Chaguaní	Cundinamarca	3661	1704	1957	Cambio Radical	1546			4	6		526	119	7		135	431	269	8			3	38	Voto en blanco	1										1	Voto en blanco	8								1	1											1	1					1		1		2	1555	149	115	34	46.54	53.46	90.73	0	0	0.26	0.39	0	34.02	7.7	0.45	0	8.73	27.88	17.4	0.52	0	0	0.19	2.46	0.06	0	0	0	0	0	0	0	0	0	100	0.47	0	0	0	0	0	0	0	12.5	12.5	0	0	0	0	0	0	0	0	0	0	12.5	12.5	0	0	0	0	12.5	0	12.5	0	25	91.26	8.74	6.75	2
25175	Chía	Cundinamarca	76914	31362	45552	Partido de la U	24573			114	1496		2507	4845	750		1562	5828	1790	973			322	4386	Voto en blanco	325	97	2	3	46	6	13	5	22	4	127	Voto en blanco	470	3	2		10	11	3	5	11		4	12	5	11	2	7	2	2	1	3	1	1	4	5	11	6	12	5	11	5	315	25368	5994	5335	659	40.78	59.22	78.35	0	0	0.46	6.09	0	10.2	19.72	3.05	0	6.36	23.72	7.28	3.96	0	0	1.31	17.85	1.04	29.85	0.62	0.92	14.15	1.85	4	1.54	6.77	1.23	39.08	1.5	0.64	0.43	0	2.13	2.34	0.64	1.06	2.34	0	0.85	2.55	1.06	2.34	0.43	1.49	0.43	0.43	0.21	0.64	0.21	0.21	0.85	1.06	2.34	1.28	2.55	1.06	2.34	1.06	67.02	80.89	19.11	17.01	2.1
25178	Chipaque	Cundinamarca	6953	3249	3704	Partido Conservador	2790			11	24		216	323	17		1398	385	104	64			22	226	Voto en blanco	9				1		1				7	Voto en blanco	17															2					1							1			13	2816	433	329	104	46.73	53.27	85.87	0	0	0.39	0.86	0	7.74	11.58	0.61	0	50.11	13.8	3.73	2.29	0	0	0.79	8.1	0.28	0	0	0	11.11	0	11.11	0	0	0	77.78	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76	0	0	0	0	5.88	0	0	0	0	0	0	5.88	0	0	76.47	86.67	13.33	10.13	3.2
25181	Choachí	Cundinamarca	11066	4882	6184	Partido Conservador	4260			13	51		456	385	21		2420	358	73	92			39	352	Voto en blanco	21	2			1						18	Voto en blanco	24					1			3							1										1					18	4305	577	424	153	44.12	55.88	87.26	0	0	0.31	1.2	0	10.7	9.04	0.49	0	56.81	8.4	1.71	2.16	0	0	0.92	8.26	0.43	9.52	0	0	4.76	0	0	0	0	0	85.71	0.49	0	0	0	0	4.17	0	0	12.5	0	0	0	0	0	0	4.17	0	0	0	0	0	0	0	0	0	4.17	0	0	0	0	75	88.18	11.82	8.68	3.13
25183	Chocontá	Cundinamarca	13419	5989	7430	Partido Conservador	4849			99	67		408	261	50		1798	378	975	35			14	764	Voto en blanco	37	1	1			1	3	1			30	Voto en blanco	84				1	1		1	1			1	1	2			1				5		2				1		1		66	4970	1019	819	200	44.63	55.37	80.97	0	0	2.04	1.38	0	8.41	5.38	1.03	0	37.08	7.8	20.11	0.72	0	0	0.29	15.76	0.62	2.7	2.7	0	0	2.7	8.11	2.7	0	0	81.08	1.4	0	0	0	1.19	1.19	0	1.19	1.19	0	0	1.19	1.19	2.38	0	0	1.19	0	0	0	5.95	0	2.38	0	0	0	1.19	0	1.19	0	78.57	82.99	17.01	13.68	3.34
25200	Cogua	Cundinamarca	12032	6078	5954	Cambio Radical	5054			38	59		2676	252	45		458	784	179	81			13	469	Voto en blanco	34	3			5						26	Voto en blanco	50				2	1			2			1						1			2	1		1	1	1	2	1	2		32	5138	940	837	103	50.52	49.48	83.15	0	0	0.75	1.17	0	52.95	4.99	0.89	0	9.06	15.51	3.54	1.6	0	0	0.26	9.28	0.56	8.82	0	0	14.71	0	0	0	0	0	76.47	0.82	0	0	0	4	2	0	0	4	0	0	2	0	0	0	0	0	2	0	0	4	2	0	2	2	2	4	2	4	0	64	84.53	15.47	13.77	1.69
25214	Cota	Cundinamarca	20353	9024	11329	Partido Liberal	7581			37	563		1267	1227	132		605	1030	1669	221			64	766	Voto en blanco	72	9	2	2	20	1	3	1	2		32	Voto en blanco	102		1	1	1	1	2		1		2	1				1					1			2	1		2	4	9		72	7755	1269	1100	169	44.34	55.66	84.01	0	0	0.49	7.43	0	16.71	16.19	1.74	0	7.98	13.59	22.02	2.92	0	0	0.84	10.1	0.8	12.5	2.78	2.78	27.78	1.39	4.17	1.39	2.78	0	44.44	1.13	0	0.98	0.98	0.98	0.98	1.96	0	0.98	0	1.96	0.98	0	0	0	0.98	0	0	0	0	0.98	0	0	1.96	0.98	0	1.96	3.92	8.82	0	70.59	85.94	14.06	12.19	1.87
25224	Cucunubá	Cundinamarca	4490	2355	2135	Partido Conservador	1951			16	22		78	117	30		925	244	248	33			8	230	Voto en blanco	10		1				1	1			7	Voto en blanco	26				1		1						1								2				1	1					19	1987	368	261	107	52.45	47.55	82.85	0	0	0.82	1.13	0	4	6	1.54	0	47.41	12.51	12.71	1.69	0	0	0.41	11.79	0.42	0	10	0	0	0	10	10	0	0	70	1.1	0	0	0	3.85	0	3.85	0	0	0	0	0	3.85	0	0	0	0	0	0	0	7.69	0	0	0	3.85	3.85	0	0	0	0	73.08	84.37	15.63	11.08	4.54
25245	El Colegio	Cundinamarca	18115	7356	10759	Cambio Radical	6378			44	132		1759	836	244		937	1127	801	146			41	311	Voto en blanco	37	1	11		1	3	3		2		16	Voto en blanco	40					2	1	1	4			3	1				1				1			3	2			1	1		19	6455	901	650	251	40.61	59.39	86.7	0	0	0.69	2.07	0	27.58	13.11	3.83	0	14.69	17.67	12.56	2.29	0	0	0.64	4.88	0.5	2.7	29.73	0	2.7	8.11	8.11	0	5.41	0	43.24	0.54	0	0	0	0	5	2.5	2.5	10	0	0	7.5	2.5	0	0	0	2.5	0	0	0	2.5	0	0	7.5	5	0	0	2.5	2.5	0	47.5	87.75	12.25	8.84	3.41
25258	El Peñón	Cundinamarca	4233	1567	2666	Cambio Radical	1278			7	10		523	234	9		175	214	34	28			12	32	Empate	2						1				1	Voto en blanco	7				1		1																1		1						3	1287	280	127	153	37.02	62.98	81.56	0	0	0.55	0.78	0	40.92	18.31	0.7	0	13.69	16.74	2.66	2.19	0	0	0.94	2.5	0.13	0	0	0	0	0	50	0	0	0	50	0.45	0	0	0	14.29	0	14.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.29	0	14.29	0	0	0	0	0	42.86	82.13	17.87	8.1	9.76
25260	El Rosal	Cundinamarca	11870	7088	4782	Cambio Radical	5592			31	121		1529	1182	74		403	721	859	96			20	556	Voto en blanco	46	4	1		1		7			1	32	Voto en blanco	70		1		2		2		2		3						4	1						1	2			1			51	5708	1380	1137	243	59.71	40.29	78.89	0	0	0.55	2.16	0	27.34	21.14	1.32	0	7.21	12.89	15.36	1.72	0	0	0.36	9.94	0.65	8.7	2.17	0	2.17	0	15.22	0	0	2.17	69.57	0.99	0	1.43	0	2.86	0	2.86	0	2.86	0	4.29	0	0	0	0	0	5.71	1.43	0	0	0	0	0	1.43	2.86	0	0	1.43	0	0	72.86	80.53	19.47	16.04	3.43
25269	Facatativá	Cundinamarca	79941	42207	37734	Partido Liberal	32634			120	677		3578	3613	1300		1999	6811	9841	704			221	3770	Voto en blanco	254	19	2	4	40	8	10		24	35	112	Voto en blanco	404	3	1	2	3	11	9	4	7	1	5	4	3	13	3	4	1	6		5	2	2	1	1	8	9	3	3	4	4	282	33292	8915	8095	820	52.8	47.2	77.32	0	0	0.37	2.07	0	10.96	11.07	3.98	0	6.13	20.87	30.16	2.16	0	0	0.68	11.55	0.6	7.48	0.79	1.57	15.75	3.15	3.94	0	9.45	13.78	44.09	0.96	0.74	0.25	0.5	0.74	2.72	2.23	0.99	1.73	0.25	1.24	0.99	0.74	3.22	0.74	0.99	0.25	1.49	0	1.24	0.5	0.5	0.25	0.25	1.98	2.23	0.74	0.74	0.99	0.99	69.8	78.88	21.12	19.18	1.94
25279	Fómeque	Cundinamarca	9176	4243	4933	Partido Conservador	3664			18	37		205	553	25		2251	187	78	66			21	223	Voto en blanco	17	1		1	1	1	2		1		10	Voto en blanco	32					1	1			2	1			2								1			1	1		1		1	20	3713	530	333	197	46.24	53.76	86.35	0	0	0.49	1.01	0	5.59	15.09	0.68	0	61.44	5.1	2.13	1.8	0	0	0.57	6.09	0.4	5.88	0	5.88	5.88	5.88	11.76	0	5.88	0	58.82	0.75	0	0	0	0	3.13	3.13	0	0	6.25	3.13	0	0	6.25	0	0	0	0	0	0	0	3.13	0	0	3.13	3.13	0	3.13	0	3.13	62.5	87.51	12.49	7.85	4.64
25281	Fosca	Cundinamarca	5367	2429	2938	Partido Conservador	2114			9	20		95	163	19		1306	184	194	28			5	91	Voto en blanco	10	1		1		1					7	Voto en blanco	7								1							1									1						4	2131	298	215	83	45.26	54.74	87.03	0	0	0.43	0.95	0	4.49	7.71	0.9	0	61.78	8.7	9.18	1.32	0	0	0.24	4.3	0.41	10	0	10	0	10	0	0	0	0	70	0.29	0	0	0	0	0	0	0	14.29	0	0	0	0	0	0	14.29	0	0	0	0	0	0	0	0	14.29	0	0	0	0	0	57.14	87.73	12.27	8.85	3.42
25286	Funza	Cundinamarca	55483	29256	26227	Cambio Radical	24975			93	312		16687	1531	537		722	737	2495	315			115	1431	Voto en blanco	102	15	2	1	9	5	3		5	2	60	Voto en blanco	170	3			1	3	2	2	4		1		5	5		2		4			1	4	1		2	3	6	2	5		114	25247	4009	3686	323	52.73	47.27	85.37	0	0	0.37	1.25	0	66.81	6.13	2.15	0	2.89	2.95	9.99	1.26	0	0	0.46	5.73	0.35	14.71	1.96	0.98	8.82	4.9	2.94	0	4.9	1.96	58.82	0.58	1.76	0	0	0.59	1.76	1.18	1.18	2.35	0	0.59	0	2.94	2.94	0	1.18	0	2.35	0	0	0.59	2.35	0.59	0	1.18	1.76	3.53	1.18	2.94	0	67.06	86.3	13.7	12.6	1.1
25288	Fúquene	Cundinamarca	3636	1595	2041	Partido de la U	1292			7	52		203	79	15		179	259	242	17			8	231	Voto en blanco	11					1			1		9	Voto en blanco	21																														21	1324	271	188	83	43.87	56.13	81	0	0	0.54	4.02	0	15.71	6.11	1.16	0	13.85	20.05	18.73	1.32	0	0	0.62	17.88	0.69	0	0	0	0	9.09	0	0	9.09	0	81.82	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	83.01	16.99	11.79	5.2
25290	Fusagasugá	Cundinamarca	89919	39190	50729	Partido de la U	31928			73	938		1660	5968	3240		1727	10829	2808	971			518	3196	Voto en blanco	219	28	4	6	40	4	6	4	13	4	110	Voto en blanco	323	2	3		5	5	7	10	3		1	2	1	6	1	3	3	1	2	1	9		1	4	7	10	5	4	7	1	219	32470	6720	5561	1159	43.58	56.42	81.47	0	0	0.23	2.94	0	5.2	18.69	10.15	0	5.41	33.92	8.79	3.04	0	0	1.62	10.01	0.56	12.79	1.83	2.74	18.26	1.83	2.74	1.83	5.94	1.83	50.23	0.82	0.62	0.93	0	1.55	1.55	2.17	3.1	0.93	0	0.31	0.62	0.31	1.86	0.31	0.93	0.93	0.31	0.62	0.31	2.79	0	0.31	1.24	2.17	3.1	1.55	1.24	2.17	0.31	67.8	82.85	17.15	14.19	2.96
